state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
Andhra Pradesh,Aruku ,KISHORE CHANDRA DEO,M,72,ST,TDP,Bicycle,336163,1938,338101,1451418
Andhra Pradesh,Aruku ,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,54,ST,BJP,Lotus,17578,289,17867,1451418
Andhra Pradesh,Aruku ,GODDETI. MADHAVI,F,26,ST,YSRCP,Ceiling Fan,557561,4629,562190,1451418
Andhra Pradesh,Aruku ,SHRUTI DEVI VYRICHERLA,F,46,ST,INC,Hand,17656,74,17730,1451418
Andhra Pradesh,Aruku ,GANGULAIAH VAMPURU.,M,49,ST,JnP,Glass Tumbler,42245,549,42794,1451418
Andhra Pradesh,Aruku ,SWAMULA. SUBRAHMANYAM,M,50,ST,JAJGP,Mike,4705,5,4710,1451418
Andhra Pradesh,Aruku ,ANUMULA VAMSIKRISHNA,M,41,ST,IND,Helicopter,10211,29,10240,1451418
Andhra Pradesh,Aruku ,KANGALA BALUDORA,M,61,ST,IND,Cup & Saucer,13810,16,13826,1451418
Andhra Pradesh,Aruku ,NARAVA SATYAVATHI,F,37,ST,IND,Bangles,11231,5,11236,1451418
Andhra Pradesh,Aruku ,BIDDIKA RAMAYYA.,M,57,ST,IND,Battery Torch,7863,4,7867,1451418
Andhra Pradesh,Aruku ,NOTA,0,0,0,NOTA,NOTA,47955,22,47977,1451418
Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,M,32,GEN,TDP,Bicycle,529213,5331,534544,1553860
Andhra Pradesh,Srikakulam,DOLA JAGAN,M,53,GEN,INC,Hand,13456,289,13745,1553860
Andhra Pradesh,Srikakulam,DUVVADA SRINIVAS,M,52,GEN,YSRCP,Ceiling Fan,520931,6960,527891,1553860
Andhra Pradesh,Srikakulam,PERLA SAMBA MURTHY,M,58,GEN,BJP,Lotus,7357,1033,8390,1553860
Andhra Pradesh,Srikakulam,MATTA SATISH CHAKRAVARTHY,M,37,GEN,PPOI,FLUTE,1441,7,1448,1553860
Andhra Pradesh,Srikakulam,METTA RAMARAO,M,53,GEN,JnP,Glass Tumbler,31319,637,31956,1553860
Andhra Pradesh,Srikakulam,NAMBALLA KRISHNA MOHAN,M,44,GEN,IND,Electric Pole,4829,7,4836,1553860
Andhra Pradesh,Srikakulam,NAIDUGARI RAJASEKHAR,M,35,GEN,IND,Helicopter,5151,5,5156,1553860
Andhra Pradesh,Srikakulam,BETHA VIVEKANANDA MAHARAJ,M,33,GEN,IND,Football,3814,4,3818,1553860
Andhra Pradesh,Srikakulam,NOTA,0,0,0,NOTA,NOTA,25500,45,25545,1553860
Andhra Pradesh,Vizianagaram,Ashok Gajapathi Raju Pusapati,M,67,GEN,TDP,Bicycle,527307,3075,530382,1503980
Andhra Pradesh,Vizianagaram,Adiraju Yedla,M,52,GEN,INC,Hand,15607,118,15725,1503980
Andhra Pradesh,Vizianagaram,Bellana Chandra Sekhar,M,57,GEN,YSRCP,Ceiling Fan,573466,4952,578418,1503980
Andhra Pradesh,Vizianagaram,Sanyasi Raju Pakalapati,M,60,GEN,BJP,Lotus,6902,364,7266,1503980
Andhra Pradesh,Vizianagaram,P.V.A. Ananda Sagar,M,55,GEN,SAPRP,Electric Pole,4981,2,4983,1503980
Andhra Pradesh,Vizianagaram,Chiranjeevi Lingala,M,28,GEN,ACP,Tooth Brush,1261,2,1263,1503980
Andhra Pradesh,Vizianagaram,Mukka Srinivas Rao,M,39,GEN,JnP,Glass Tumbler,33779,413,34192,1503980
Andhra Pradesh,Vizianagaram,Lagudu. Govinda Rao,M,39,GEN,JAJGP,Mike,787,4,791,1503980
Andhra Pradesh,Vizianagaram,Surya Bhavani. K,F,38,GEN,PPOI,FLUTE,822,8,830,1503980
Andhra Pradesh,Vizianagaram,Yella Rao Siyyadula,M,37,SC,IND,Gas Cylinder,1010,0,1010,1503980
Andhra Pradesh,Vizianagaram,Dhanalakoti Ramana,M,29,GEN,IND,Matchbox,1172,4,1176,1503980
Andhra Pradesh,Vizianagaram,Pentapati Rajesh,M,39,GEN,IND,Battery Torch,1461,1,1462,1503980
Andhra Pradesh,Vizianagaram,Ijjurouthu Ramunaidu,M,47,GEN,IND,Coat,4550,3,4553,1503980
Andhra Pradesh,Vizianagaram,Venkata Trindha Rao Veluri,M,52,GEN,IND,Sitar,6336,2,6338,1503980
Andhra Pradesh,Vizianagaram,NOTA,0,0,0,NOTA,NOTA,29468,33,29501,1503980
Andhra Pradesh,Visakhapatnam,DAGGUBATI PURANDESWARI,F,58,GEN,BJP,Lotus,33430,462,33892,1829300
Andhra Pradesh,Visakhapatnam,PEDADA. RAMANIKUMARI,F,48,GEN,INC,Hand,14550,83,14633,1829300
Andhra Pradesh,Visakhapatnam,BHARAT MATHUKUMILLI,M,29,GEN,TDP,Bicycle,431093,1399,432492,1829300
Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,M,52,GEN,YSRCP,Ceiling Fan,433968,2938,436906,1829300
Andhra Pradesh,Visakhapatnam,GEORGE BANGARI,M,46,SC,VCK,Stool,3027,1,3028,1829300
Andhra Pradesh,Visakhapatnam,B. JAYA VENU GOPAL,M,30,GEN,PPOI,FLUTE,1622,5,1627,1829300
Andhra Pradesh,Visakhapatnam,V.V. LAKSHMI NARAYANA,M,53,GEN,JnP,Glass Tumbler,287072,1802,288874,1829300
Andhra Pradesh,Visakhapatnam,ANMISH VARMA,M,26,GEN,IND,Bat,1904,11,1915,1829300
Andhra Pradesh,Visakhapatnam,R. UDAYA GOWRI,F,44,GEN,IND,DIAMOND,1384,0,1384,1829300
Andhra Pradesh,Visakhapatnam,KOTHAPALLI GEETHA,F,48,GEN,IND,Mike,1155,3,1158,1829300
Andhra Pradesh,Visakhapatnam,GAMPALA SOMASUNDARAM,M,76,GEN,IND,COCONUT FARM,1127,1,1128,1829300
Andhra Pradesh,Visakhapatnam,GANNU MALLAYYA,M,70,GEN,IND,Ganna Kisan,1311,2,1313,1829300
Andhra Pradesh,Visakhapatnam,DURGAPRASAD. GUNTU,M,51,GEN,IND,Letter Box,2463,1,2464,1829300
Andhra Pradesh,Visakhapatnam,PULAPAKA RAJA SEKHAR,M,40,GEN,IND,Gas Cylinder,2294,0,2294,1829300
Andhra Pradesh,Visakhapatnam,NOTA,0,0,0,NOTA,NOTA,16626,20,16646,1829300
Andhra Pradesh,Anakapalli,ADARI ANAND KUMAR,M,43,GEN,TDP,Bicycle,495381,1653,497034,1521363
Andhra Pradesh,Anakapalli,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),M,65,GEN,BJP,Lotus,12888,388,13276,1521363
Andhra Pradesh,Anakapalli,Dr.Beesetti Venkata Satyavathi,F,52,GEN,YSRCP,Ceiling Fan,583210,3016,586226,1521363
Andhra Pradesh,Anakapalli,Ruthala Srirama Murthy,M,49,GEN,INC,Hand,10072,49,10121,1521363
Andhra Pradesh,Anakapalli,P.S.AJAY KUMAR,M,57,GEN,CPI(ML)(L),Flag with Three Stars,2708,8,2716,1521363
Andhra Pradesh,Anakapalli,K B SWAROOP,M,51,GEN,JAJGP,Mike,1615,6,1621,1521363
Andhra Pradesh,Anakapalli,Chintala Partha Sarathi,M,56,GEN,JnP,Glass Tumbler,82126,462,82588,1521363
Andhra Pradesh,Anakapalli,Taadi Veera Jagadeeshwari,F,65,GEN,PPOI,FLUTE,1801,2,1803,1521363
Andhra Pradesh,Anakapalli,Vadlamuri Krishna Swaroop,M,46,SC,DABAP,Cup & Saucer,4443,1,4444,1521363
Andhra Pradesh,Anakapalli,Appala Naidu Tummagunta,M,37,GEN,IND,Laptop,3760,5,3765,1521363
Andhra Pradesh,Anakapalli,NOTA,0,0,0,NOTA,NOTA,34877,20,34897,1521363
Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,M,49,GEN,TDP,Bicycle,508361,3531,511892,1563930
Andhra Pradesh,Kakinada,MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU),M,66,GEN,INC,Hand,8601,39,8640,1563930
Andhra Pradesh,Kakinada,YALLA VENKATA RAMA MOHAN RAO (DORABABU),M,46,GEN,BJP,Lotus,9456,140,9596,1563930
Andhra Pradesh,Kakinada,VANGA GEETHAVISWANATH,F,55,GEN,YSRCP,Ceiling Fan,534655,2975,537630,1563930
Andhra Pradesh,Kakinada,APPALAKONDA VANGALAPUDI,M,28,SC,MPP,Telephone,2997,0,2997,1563930
Andhra Pradesh,Kakinada,B. GEETHA,F,34,GEN,PRSHP,Helicopter,1687,1,1688,1563930
Andhra Pradesh,Kakinada,GODUGU SATYANARAYANA,M,40,SC,CPI(ML)(L),Flag with Three Stars,1723,1,1724,1563930
Andhra Pradesh,Kakinada,JYOTHULA VENKATESWARA RAO,M,62,GEN,JnP,Glass Tumbler,132124,524,132648,1563930
Andhra Pradesh,Kakinada,DONAM NEELAKANTAM,M,49,SC,AINPP,Boat with Man and Sail,980,0,980,1563930
Andhra Pradesh,Kakinada,PEDDIMSETTI. VENKATESWARARAO,M,46,GEN,JAJGP,Mike,812,3,815,1563930
Andhra Pradesh,Kakinada,VASAMSETTY VENKATARAMANA,M,56,GEN,AIFB,Lion,1012,2,1014,1563930
Andhra Pradesh,Kakinada,SATHI VEERALAKSHMI,F,38,GEN,PPOI,FLUTE,1117,2,1119,1563930
Andhra Pradesh,Kakinada,ANKADI SATHIBABU,M,45,GEN,IND,Basket containing Fruits,1381,0,1381,1563930
Andhra Pradesh,Kakinada,KAKILETI RAVINDRA,M,41,SC,IND,Electric Pole,3325,2,3327,1563930
Andhra Pradesh,Kakinada,MEDISETTI VIJAYA KUMAR,M,53,GEN,IND,COCONUT FARM,2051,0,2051,1563930
Andhra Pradesh,Kakinada,NOTA,0,0,0,NOTA,NOTA,17117,36,17153,1563930
Andhra Pradesh,Amalapuram ,AYYAJI VEMA MANEPALLI,M,58,SC,BJP,Lotus,11376,158,11534,1459556
Andhra Pradesh,Amalapuram ,GANTI HARISH MADHUR (BALAYOGI),M,28,SC,TDP,Bicycle,443590,2573,446163,1459556
Andhra Pradesh,Amalapuram ,CHINTA ANURADHA,F,46,SC,YSRCP,Ceiling Fan,482003,3955,485958,1459556
Andhra Pradesh,Amalapuram ,JANGA GOUTHAM,M,49,SC,INC,Hand,7849,38,7887,1459556
Andhra Pradesh,Amalapuram ,CHELLE RAJANI,M,30,SC,JAJGP,Mike,1231,0,1231,1459556
Andhra Pradesh,Amalapuram ,PANTHAGADA VIJAYA CHAKRAVARTHY,M,65,SC,RPI(KH),Gas Cylinder,1804,0,1804,1459556
Andhra Pradesh,Amalapuram ,MURALIKRISHNA KANDERI,M,41,SC,IPBP,Trumpet,1803,1,1804,1459556
Andhra Pradesh,Amalapuram ,MORTHA SIVA RAMA KRISHNA,M,29,SC,PPOI,FLUTE,1950,4,1954,1459556
Andhra Pradesh,Amalapuram ,D M R SEKHAR,M,59,SC,JnP,Glass Tumbler,253740,1577,255317,1459556
Andhra Pradesh,Amalapuram ,REVU SUDHAKAR,M,34,SC,IND,Gas Stove,2774,1,2775,1459556
Andhra Pradesh,Amalapuram ,NOTA,0,0,0,NOTA,NOTA,16427,41,16468,1459556
Andhra Pradesh,Rajahmundry,NALLURI VIJAYA SRINIVASA RAO,M,55,GEN,INC,Hand,12678,47,12725,1534256
Andhra Pradesh,Rajahmundry,PARAVASTU SATYA GOPINATH DAS,M,47,GEN,BJP,Lotus,12165,169,12334,1534256
Andhra Pradesh,Rajahmundry,MAGANTI ROOPA,F,45,GEN,TDP,Bicycle,459100,1290,460390,1534256
Andhra Pradesh,Rajahmundry,MARGANI BHARAT,M,36,GEN,YSRCP,Ceiling Fan,578471,3553,582024,1534256
Andhra Pradesh,Rajahmundry,AKULA SATYANARAYANA,M,55,GEN,JnP,Glass Tumbler,155164,643,155807,1534256
Andhra Pradesh,Rajahmundry,GEDDAM DAVID NELSON BABU,M,60,GEN,APoI,Coat,1752,5,1757,1534256
Andhra Pradesh,Rajahmundry,BANDARU RAJESWARA RAO,M,59,GEN,JAJGP,Mike,1034,1,1035,1534256
Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,M,50,GEN,RPC(S),Ring,994,2,996,1534256
Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,M,50,GEN,PPOI,FLUTE,1156,5,1161,1534256
Andhra Pradesh,Rajahmundry,KURUVELLA BHANUCHANDAR,M,33,SC,IND,Air Conditioner,1242,0,1242,1534256
Andhra Pradesh,Rajahmundry,KOLLAPU VENU,M,41,SC,IND,Electric Pole,2868,1,2869,1534256
Andhra Pradesh,Rajahmundry,NOTA,0,0,0,NOTA,NOTA,18064,23,18087,1534256
Andhra Pradesh,Narsapuram,KANUMURU BAPIRAJU,M,71,GEN,INC,Hand,13809,132,13941,1439691
Andhra Pradesh,Narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,M,57,GEN,YSRCP,Ceiling Fan,444376,4858,449234,1439691
Andhra Pradesh,Narsapuram,PYDIKONDALA MANIKYALA RAO,M,59,GEN,BJP,Lotus,12154,260,12414,1439691
Andhra Pradesh,Narsapuram,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),M,48,GEN,TDP,Bicycle,414547,2011,416558,1439691
Andhra Pradesh,Narsapuram,YELLA VENU GOPAL RAO,M,63,GEN,NVSP,Gas Cylinder,4284,2,4286,1439691
Andhra Pradesh,Narsapuram,GANJI PURNIMA,F,36,GEN,RPI(A),Apple,867,2,869,1439691
Andhra Pradesh,Narsapuram,GURUGUBILLI RAMBABU,M,52,GEN,MCPI,COMPUTER,583,0,583,1439691
Andhra Pradesh,Narsapuram,G S RAJU,M,51,GEN,SP,Tractor Chalata Kisan,3468,3,3471,1439691
Andhra Pradesh,Narsapuram,DASARI KRISHNA MURTHY,M,32,GEN,IPBP,Trumpet,1603,0,1603,1439691
Andhra Pradesh,Narsapuram,NALLAM SURYA CHANDRA RAO,M,59,GEN,PPOI,FLUTE,2201,9,2210,1439691
Andhra Pradesh,Narsapuram,NAGABABU KONIDELA,M,58,GEN,JnP,Glass Tumbler,249188,1614,250802,1439691
Andhra Pradesh,Narsapuram,K.A.PAUL,M,55,GEN,PRSHP,Helicopter,3027,19,3046,1439691
Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,M,48,SC,IND,T.V. Remote,1275,0,1275,1439691
Andhra Pradesh,Narsapuram,NALLI RAJESH,M,36,SC,IND,Electric Pole,2651,2,2653,1439691
Andhra Pradesh,Narsapuram,MEDAPATI VARAHALA REDDY,M,44,GEN,IND,Road Roller,2681,3,2684,1439691
Andhra Pradesh,Narsapuram,NOTA,0,0,0,NOTA,NOTA,12074,35,12109,1439691
Andhra Pradesh,Eluru ,KOTAGIRI SRIDHAR,M,46,GEN,YSRCP,Ceiling Fan,672834,3975,676809,1594950
Andhra Pradesh,Eluru ,CHINNAM RAMA KOTAYYA,M,58,GEN,BJP,Lotus,8317,95,8412,1594950
Andhra Pradesh,Eluru ,JETTI GURUNADHA RAO,M,55,GEN,INC,Hand,20284,94,20378,1594950
Andhra Pradesh,Eluru ,MAGANTTI VENKATESWARA RAO BABU,M,59,GEN,TDP,Bicycle,509549,1335,510884,1594950
Andhra Pradesh,Eluru ,CHINA VENKATA SURYANARAYANA JOSYULA,M,62,GEN,PPOI,FLUTE,2932,3,2935,1594950
Andhra Pradesh,Eluru ,PENTAPATI PULLARAO,M,71,GEN,JnP,Glass Tumbler,76481,346,76827,1594950
Andhra Pradesh,Eluru ,MATHE. BOBBY,M,29,SC,RPI(A),Sewing Machine,1871,8,1879,1594950
Andhra Pradesh,Eluru ,V. SIVA RAMA KRISHNA,M,55,GEN,JAJGP,Mike,1261,0,1261,1594950
Andhra Pradesh,Eluru ,ALAGA. RAVI KUMAR,M,49,SC,IND,Apple,1648,0,1648,1594950
Andhra Pradesh,Eluru ,Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU),M,46,SC,IND,Helmet,3010,0,3010,1594950
Andhra Pradesh,Eluru ,NOTA,0,0,0,NOTA,NOTA,23861,19,23880,1594950
Andhra Pradesh,Machilipatnam ,KONAKALLA NARAYANA RAO,M,68,GEN,TDP,Bicycle,509887,2725,512612,1473347
Andhra Pradesh,Machilipatnam ,GUDIVAKA RAMANJANEYULU (ANJI BABU),M,35,GEN,BJP,Lotus,6374,107,6481,1473347
Andhra Pradesh,Machilipatnam ,GOLLU KRISHNA,M,55,GEN,INC,Hand,12233,77,12310,1473347
Andhra Pradesh,Machilipatnam ,BALASHOWRY VALLABHANENI,M,50,GEN,YSRCP,Ceiling Fan,567592,5258,572850,1473347
Andhra Pradesh,Machilipatnam ,PERAM SIVA NAGESWARA RAO,M,51,GEN,RPI(A),Gas Stove,3625,2,3627,1473347
Andhra Pradesh,Machilipatnam ,BANDREDDI RAMAKRISHNA,M,44,GEN,JnP,Glass Tumbler,112566,876,113442,1473347
Andhra Pradesh,Machilipatnam ,YARLAGADDA RAMA MOHANA RAO,M,56,GEN,BAHUMP,Whistle,1016,1,1017,1473347
Andhra Pradesh,Machilipatnam ,VALLURU VENKATESWARA RAO,M,66,GEN,PPOI,FLUTE,824,2,826,1473347
Andhra Pradesh,Machilipatnam ,GANDHI DHANEKULA,M,70,GEN,IND,Almirah,846,0,846,1473347
Andhra Pradesh,Machilipatnam ,NADAKUDITI NAGA GAYATHRI,F,38,GEN,IND,Ganna Kisan,772,2,774,1473347
Andhra Pradesh,Machilipatnam ,G. V. N. BASAVA RAO,M,26,GEN,IND,Bat,894,1,895,1473347
Andhra Pradesh,Machilipatnam ,VIJAYA LAKSHMI CHALAPAKA,F,39,GEN,IND,Tractor Chalata Kisan,4776,13,4789,1473347
Andhra Pradesh,Machilipatnam ,NOTA,0,0,0,NOTA,NOTA,14067,34,14101,1473347
Andhra Pradesh,Vijayawada,KILARU DILEEP,M,48,GEN,BJP,Lotus,18411,93,18504,1652994
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),M,53,GEN,TDP,Bicycle,573929,1569,575498,1652994
Andhra Pradesh,Vijayawada,NARAHARISETTY. NARASIMHARAO.,M,58,GEN,INC,Hand,16204,57,16261,1652994
Andhra Pradesh,Vijayawada,POTLURI.V.PRASAD ( P V P ),M,48,GEN,YSRCP,Ceiling Fan,564174,2598,566772,1652994
Andhra Pradesh,Vijayawada,ANDUKURI VIJAYA BHASKAR,M,49,SC,IPBP,Trumpet,2457,0,2457,1652994
Andhra Pradesh,Vijayawada,DATLA LURDU MARY,F,43,SC,MPP,Telephone,433,1,434,1652994
Andhra Pradesh,Vijayawada,PADALA SIVA PRASAD,M,62,GEN,NRCP,Scissors,480,0,480,1652994
Andhra Pradesh,Vijayawada,Muttamsetty Prasad babu,M,66,GEN,JnP,Glass Tumbler,81416,234,81650,1652994
Andhra Pradesh,Vijayawada,SEKHAR,M,31,GEN,PPOI,FLUTE,683,2,685,1652994
Andhra Pradesh,Vijayawada,Sk. Riyaz,M,31,GEN,IUML,Ladder,412,0,412,1652994
Andhra Pradesh,Vijayawada,ANIL KUMAR MADDINENI,M,39,GEN,IND,Chappals,1049,0,1049,1652994
Andhra Pradesh,Vijayawada,DHANEKULA GANDHI,M,70,GEN,IND,Whistle,687,1,688,1652994
Andhra Pradesh,Vijayawada,NANDINI NALLAGHATLA,F,43,GEN,IND,Bat,951,2,953,1652994
Andhra Pradesh,Vijayawada,BOLISETTY HARI BABU,M,60,GEN,IND,Helicopter,1739,0,1739,1652994
Andhra Pradesh,Vijayawada,MOHAMMAD ISHAQ,M,47,GEN,IND,Battery Torch,1218,0,1218,1652994
Andhra Pradesh,Vijayawada,NOTA,0,0,0,NOTA,NOTA,8889,22,8911,1652994
Andhra Pradesh,Guntur,Jayadev Galla,M,53,GEN,TDP,Bicycle,586292,1626,587918,1706119
Andhra Pradesh,Guntur,Jayaprakash Narayana Valluru,M,44,GEN,BJP,Lotus,11667,174,11841,1706119
Andhra Pradesh,Guntur,Modugula Venugopala Reddy,M,52,GEN,YSRCP,Ceiling Fan,580840,2873,583713,1706119
Andhra Pradesh,Guntur,Shaik Mastanvali,M,53,GEN,INC,Hand,14124,81,14205,1706119
Andhra Pradesh,Guntur,Araveti Hazarath Rao,M,68,GEN,PPOI,FLUTE,808,2,810,1706119
Andhra Pradesh,Guntur,Ullagi David Jayakumar (Dr. D J Kumar),M,61,GEN,HMRD,Gift Pack,447,0,447,1706119
Andhra Pradesh,Guntur,Jeldi Raja Mohan,M,61,SC,AINPP,Boat with Man and Sail,437,0,437,1706119
Andhra Pradesh,Guntur,Nagaraju Ekula,M,42,SC,RPI(A),Laptop,920,0,920,1706119
Andhra Pradesh,Guntur,Bonaboyina Srinivasa Rao (Bonaboyina Srinivasa Yadav),M,50,GEN,JnP,Glass Tumbler,128746,459,129205,1706119
Andhra Pradesh,Guntur,Mannava Hariprasad,M,55,GEN,CPIM,Tractor Chalata Kisan,3212,4,3216,1706119
Andhra Pradesh,Guntur,Ramarao Simhadri,M,41,GEN,PRSHP,Helicopter,1744,2,1746,1706119
Andhra Pradesh,Guntur,N. J. Vidyasagar,M,51,SC,VCK,Stool,639,2,641,1706119
Andhra Pradesh,Guntur,Sarabandi Raju Sikhinam,M,35,SC,ILP(AP),BUCKET,1015,2,1017,1706119
Andhra Pradesh,Guntur,Shaik Jaleel,M,43,GEN,NRCP,Scissors,560,3,563,1706119
Andhra Pradesh,Guntur,Samudrala Chinna Kotaiah,M,41,SC,NDDHP,Battery Torch,628,0,628,1706119
Andhra Pradesh,Guntur,Umar Basha Shaik,M,29,GEN,IND,Almirah,2676,0,2676,1706119
Andhra Pradesh,Guntur,Dasari Kiran Babu,M,37,SC,IND,Whistle,2907,2,2909,1706119
Andhra Pradesh,Guntur,Doppalapudi Veera Das,M,60,SC,IND,Gas Cylinder,629,0,629,1706119
Andhra Pradesh,Guntur,Y. V. Suresh,M,50,GEN,IND,Baby Walker,1947,0,1947,1706119
Andhra Pradesh,Guntur,NOTA,0,0,0,NOTA,NOTA,5972,34,6006,1706119
Andhra Pradesh,Narasaraopet,KANNA LAKSHMI NARAYANA,M,64,GEN,BJP,Lotus,15255,231,15486,1670391
Andhra Pradesh,Narasaraopet,PAKKALA SURIBABU,M,60,GEN,INC,Hand,10977,56,11033,1670391
Andhra Pradesh,Narasaraopet,RAYAPATI SAMBASIVARAO,M,75,GEN,TDP,Bicycle,589344,2211,591555,1670391
Andhra Pradesh,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,M,35,GEN,YSRCP,Ceiling Fan,740509,5048,745557,1670391
Andhra Pradesh,Narasaraopet,ALLU VENKATAREDDY,M,49,GEN,PPOI,FLUTE,2890,4,2894,1670391
Andhra Pradesh,Narasaraopet,KANAKAM SRINIVASARAO,M,40,GEN,NNKP,Plastering Trowel,883,4,887,1670391
Andhra Pradesh,Narasaraopet,NAYUB KAMAL SHAIK,M,52,GEN,JnP,Glass Tumbler,50713,295,51008,1670391
Andhra Pradesh,Narasaraopet,SURABHI DEVASAHAYAM,M,46,SC,IUML,Ladder,418,0,418,1670391
Andhra Pradesh,Narasaraopet,KANTE SAYANNA,M,40,GEN,IND,Apple,364,1,365,1670391
Andhra Pradesh,Narasaraopet,GADDALA VENU,M,28,SC,IND,Laptop,619,3,622,1670391
Andhra Pradesh,Narasaraopet,DURGAMPUDI RAMIREDDY,M,66,GEN,IND,Helicopter,2684,1,2685,1670391
Andhra Pradesh,Narasaraopet,PARIMI NARASIMHA RAO,M,32,GEN,IND,Bat,998,2,1000,1670391
Andhra Pradesh,Narasaraopet,REDDYBOINA PRASANNA KUMAR,M,50,SC,IND,Air Conditioner,1382,1,1383,1670391
Andhra Pradesh,Narasaraopet,NOTA,0,0,0,NOTA,NOTA,12489,38,12527,1670391
Andhra Pradesh,Bapatla ,CHALLAGALI KISHORE KUMAR,M,43,SC,BJP,Lotus,9842,509,10351,1468671
Andhra Pradesh,Bapatla ,K. DEVANAND,M,64,SC,BSP,Elephant,42262,318,42580,1468671
Andhra Pradesh,Bapatla ,NANDIGAM SURESH,M,42,SC,YSRCP,Ceiling Fan,592250,6007,598257,1468671
Andhra Pradesh,Bapatla ,MALYADRI SRIRAM,M,65,SC,TDP,Bicycle,577403,4789,582192,1468671
Andhra Pradesh,Bapatla ,J.D. SEELAM,M,65,SC,INC,Hand,12941,214,13155,1468671
Andhra Pradesh,Bapatla ,KUMAR KATTEPOGU,M,53,SC,PPOI,FLUTE,877,8,885,1468671
Andhra Pradesh,Bapatla ,GADDE HARI BABU,M,40,SC,NPT,Bat,521,9,530,1468671
Andhra Pradesh,Bapatla ,CHINA NAGESWARA RAO SADHU,M,35,SC,MPP,Telephone,463,3,466,1468671
Andhra Pradesh,Bapatla ,THUMATI RAVI,M,46,SC,AlPP,Cot,368,2,370,1468671
Andhra Pradesh,Bapatla ,NUTHAKKI RAMA RAO,M,71,SC,AINPP,Boat with Man and Sail,600,6,606,1468671
Andhra Pradesh,Bapatla ,GELLA NAGAMALLI,F,34,SC,IND,Basket containing Fruits,651,4,655,1468671
Andhra Pradesh,Bapatla ,GOLLA BABURAO,M,46,SC,IND,Stumps,1271,5,1276,1468671
Andhra Pradesh,Bapatla ,BUSSA NAGARAJU,M,29,SC,IND,CCTV Camera,1943,8,1951,1468671
Andhra Pradesh,Bapatla ,NOTA,0,0,0,NOTA,NOTA,13178,40,13218,1468671
Andhra Pradesh,Ongole ,THOGANTI SREENIVASULU,M,44,GEN,BJP,Lotus,7587,642,8229,1556469
Andhra Pradesh,Ongole ,MAGUNTA SREENIVASULU REDDY,M,65,GEN,YSRCP,Ceiling Fan,729344,9858,739202,1556469
Andhra Pradesh,Ongole ,SIDDA RAGHAVA RAO,M,61,GEN,TDP,Bicycle,516287,8064,524351,1556469
Andhra Pradesh,Ongole ,DR SIRIVELLA PRASAD,M,51,GEN,INC,Hand,8001,138,8139,1556469
Andhra Pradesh,Ongole ,KONDA PRAVEEN KUMAR,M,45,ST,NPT,Bat,805,6,811,1556469
Andhra Pradesh,Ongole ,BELLAMKONDA SAIBABU,M,49,GEN,JnP,Glass Tumbler,29054,325,29379,1556469
Andhra Pradesh,Ongole ,MARAM SRINIVASA REDDY,M,27,GEN,PRSHP,Helicopter,3253,5,3258,1556469
Andhra Pradesh,Ongole ,VENKATESAN BABURAO,M,34,GEN,IPBP,Trumpet,1068,5,1073,1556469
Andhra Pradesh,Ongole ,KAVURI VENU BABU NAIDU,M,41,GEN,IND,Ganna Kisan,564,1,565,1556469
Andhra Pradesh,Ongole ,BILLA CHENNAIAH,M,49,SC,IND,BOX,671,2,673,1556469
Andhra Pradesh,Ongole ,MADHU YATTAPU,M,33,GEN,IND,Batsman,1160,0,1160,1556469
Andhra Pradesh,Ongole ,MOHAN AYYAPPA,M,29,GEN,IND,Air Conditioner,1451,0,1451,1556469
Andhra Pradesh,Ongole ,VENKATESH VEPURI,M,32,GEN,IND,Skipping Rope,3208,4,3212,1556469
Andhra Pradesh,Ongole ,NOTA,0,0,0,NOTA,NOTA,20843,22,20865,1556469
Andhra Pradesh,Nandyal,ADINARAYANA INTY,M,67,GEN,BJP,Lotus,8794,272,9066,1603220
Andhra Pradesh,Nandyal,JANGITE LAKSHMI NARASIMHA YADAV,M,33,GEN,INC,Hand,14313,107,14420,1603220
Andhra Pradesh,Nandyal,POCHA . BRAHMANANDA REDDY,M,60,GEN,YSRCP,Ceiling Fan,715024,5864,720888,1603220
Andhra Pradesh,Nandyal,MANDRA SIVANANDA REDDY,M,57,GEN,TDP,Bicycle,466869,3900,470769,1603220
Andhra Pradesh,Nandyal,D. P. JAMAL BASHA.,M,48,GEN,AYSRCP,Football Player,3981,108,4089,1603220
